Columns	ConvolutionKernel	DistanceSourceToDetector	DistanceSourceToPatient	Exposure	ExposureTime	FilterType	FocalSpots	FrameOfReferenceUID	GeneratorPower	ImageOrientationPatient	ImagePositionPatient	PixelSpacing	ReconstructionDiameter	RotationDirection	Rows	SOPInstanceUID	SliceThickness	XRayTubeCurrent
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-111.250000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.396163527849033161168351513612	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-320.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.413084182826250550713621018738	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-57.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.425928746624273975881782754854	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-258.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.436949728459092728528700186967	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-318.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.438693229881037277290648932333	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-120.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.439591592648830802077779928965	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-290.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.462329970919117980927302494821	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-312.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.476166709185977052456208294620	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-271.250000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.518688639324519428498000575954	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-32.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.522987786272560957689716595000	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-202.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.557591054099018741435176159503	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-117.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.577376077965659859759231322804	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-70.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.583706615799336711555256403347	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-200.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.588532657369025493827227002040	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-238.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.635876800303637576094095756040	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-78.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.642238162445158166316157774931	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-310.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.651774566338629947301077165791	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-178.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.670862276272499991009859350008	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-60.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.671676418477816170164014522564	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-170.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.700464686347618353056533023232	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-140.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.713292089850594534916052810844	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-285.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.738257322673233439261116924600	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-223.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.748446663497654312228145913008	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-146.250000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.765817490029935867896426002423	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-113.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.767322074745710039753762609257	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-145.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.768664552150817712393268851882	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-86.250000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.794950650353588715319568678964	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-55.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.800349390914677223697140899826	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-225.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.809401513428687031671399124044	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-172.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.816213101417929865184947882572	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-286.250000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.849835941042793368008740532497	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-280.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.860815421087309630025259169809	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-110.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.896641058663634537316987712472	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-68.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.899984552201580059936754261647	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-175.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.901335040510950871232779342243	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-167.500000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.901827357397918485800378280155	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-306.250000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.958873269608873612093252240153	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-253.750000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.963584096842963819459794457077	1.250000	440
512	STANDARD	949.075012	541.000000	14	690	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.214276387565627774114414013150	52800	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-234.800003/-170.500000/-40.000000	0.822266/0.822266	421.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.978194227792974326069305114991	1.250000	440
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-232.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.103002913993766476779354634100	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-92.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.103839561441896043703449799462	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-275.045013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.106417457859229879930815971435	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-167.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.113693252715454960828785569324	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-305.045013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.114998268057861649910119188772	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-52.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.115711624910682436333686917653	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-237.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.117379189421341955273561626648	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-192.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.117526855680084959028558563068	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-220.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.118322635028825519056255916437	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-127.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.119290199472116826990842699538	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-90.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.121929024151006219691180785091	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-177.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.122018665673098104585893356338	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-315.045013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.124169498650421215643395634836	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-115.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.129332480831406115887063379422	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-160.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.141264791321448266361389385358	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-27.545000	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.146548577263305064207993225164	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-15.045000	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.147157875397794034707812568076	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-260.045013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.157495960394740959303171474482	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-317.545013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.157992117192625515954465540564	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-122.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.158628732394963585751959079142	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-35.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.160358607934728299053019435274	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-212.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.161369966686491864448888840979	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-335.045013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.161853142212154977332972631639	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-165.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.162432964696961138858720126322	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-325.045013	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.163134444378304536934827366176	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-172.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.168875667287346578922672685705	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-200.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.169268571614578200504072797133	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-197.544998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.171546360681539836574677803984	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-190.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.172142113355951963376053576342	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-22.545000	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.178708845459921976551804442444	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-255.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.178861923769796612599709355042	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-55.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.179510848800874584230369449487	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-245.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.182167554046871299436414187506	2.500000	400
512	STANDARD	949.075012	541.000000	4684	570	BODY FILTER	1.200000	1.3.6.1.4.1.14519.5.2.1.6279.6001.133150562421258038702497789746	48000	1.000000/0.000000/0.000000/0.000000/1.000000/0.000000	-163.300003/-170.000000/-85.044998	0.664062/0.664062	340.000000	CW	512	1.3.6.1.4.1.14519.5.2.1.6279.6001.182946720057423355036554990600	2.500000	400
